1,,,ポピープレイタイム2。むかし、「プレイタイム社」という世界でも有名なおもちゃ会社がありました。そこでは、ハギーワギーやポピーなど、人気のおもちゃがたくさん作られていました。しかし、ある日、工場ではたらいていた人たちが、みんないなくなってしまいます。その理由はだれにも分からず、工場は閉められて、そのまま長いあいだ誰も、はいらない場所になりました。,本文
2,,,それから10年後、主人公のもとへ「工場でまだみんなを待っているよ」という、ふしぎな手紙が届きます。主人公は、昔この工場ではたらいていた人だったため、「本当は何が起こったのだろう」と思い、工場へ向かいます。工場の中には電気がとまり、古いおもちゃや機械がそのまま残っていました。主人公は「グラブパック」という、のびる手がついた特別な道具を見つけます。この道具を使って、遠くのスイッチを押したり、物をつかんだりしながら、工場の奥へ進んでいきます。,本文
3,,,"ところが、工場にかざられていた大きなおもちゃ「ハギーワギー」が動き出し、主人公を追いかけてきます。そのごも、いろいろなおもちゃがあらわれ、主人公をじゃまします。主人公は、おもちゃからにげたり、なぞをといたりしながら先へ進みます。
",本文
4,,,工場を調べるうちに、主人公は、おもちゃたちは人間を使った実験によって生まれたことや、工場で大きな事件が起こっていたことを知ります。主人公は、工場で起こった事件の真相を調べながら、工場にかくされたひみつを追いかけています。しかし、まだ分かっていないことも多く、お話は今も続いています。,本文
1,,,"プレイタイム社は、どんな会社でしたか。
１．おかしを作る会社
２．おもちゃを作る会社
３． 実験をする会社",問題
2,,,"主人公は、どうして工場へ行こうと思いましたか。
１． 新しいおもちゃを買うため
２．工場で何が起こったのかを調べるため
３． 友だちに会うため",問題
3,,,"主人公は、「グラブパック」を使ってどんなことをしましたか。
１．遠くのスイッチを押したり、物をつかんだりした
２．空を飛んだ
３．おもちゃを作った",問題
4,,,"主人公は、最後まで何を調べ続けていますか。
１．工場で起こった事件の真相や、工場にかくされたひみつ
２． 新しいおもちゃの作り方
３． 工場で働く人を集める方法",問題
5,,,"有名、とにた意味のことばはどれですか。
１． しられている
２．小さい
３．おそい",問題
6,,,進む、の反対の意味のことばはなんですか？,問題
7,,,"真相、とは、どんなことですか。
１． ないしょのこと
２． 未来の予定
３．本当は何があったのかということ",問題
