1,,,ジャンケンおじさん,本文
2,,,"ジャンケンに負けると子どもを連れ去る怪人

春になり、桜が満開の季節になると出現するという怪人がいる。ジャンケンおじさんという名前で、学校の校門のすぐそばの桜並木の下に現れるという。桜の下に立っていると、赤いはちまきをしたジャンケンおじさんがやってきて、「よう、ジャンケンしようぜ」と声をかけてくる。
ジャンケンで勝つことができれば、おじさんが大きなキャンディをくれる。
問題は負けたときだ。もしジャンケンで負けてしまうと、どこかに連れていかれてしまう。ジャンケンおじさんがなんのためにジャンケンにさそってくるのか、そして連れ去られた子どもたちがどうなってしまうのかはわかっていない・・・・・・・。",本文
3,,,"桜が満開になると現れる
じゃんけんに誘ってくる
負けるとどこかに連れ去られる",本文
4,,,"目撃情報
「傘ババア」という校門で目撃される人もいる。急な雨の日に現れる老婆で、傘を借りると家に連れていかれて殺されてしまう。",本文
5,,,"にげるにはどうする？
1回目はパーで勝てる！
実はジャンケンおじさんは最初は必ずグーしか出さないという。つまりパーを出せば勝てるのだ。ただし、2回目からは何を出すかわからない。もう一度「ジャンケンしょう」と言われても、断ったほうがいいだろう。",本文
1,,,ジャンケンおじさんは、どんなかっこうをしていますか。文章の中からぬきだして答えましょう。,問題
2,,,"ジャンケンをして、もし負けてしまったらどうなると書かれていますか。記号で答えましょう。 
ア： 宿題をたくさん出される。
イ： どこかへ連れ去られてしまう。 
ウ： 持っているキャンディをうばわれる。 
エ： 赤いはちまきをまかされる。",問題
3,,,ジャンケンおじさんに1回目で勝つためには、どうしたらよいですか。その理由もあわせて文章の中からぬきだして答えましょう。,問題
4,,,「傘ババア」は、どんな日に現れると言われていますか。,問題
5,,,"ジャンケンおじさんに1回勝ったあと、もう一度さそわれたらどうするのがよいですか。記号で答えましょう。 
ア： 次は「チョキ」を出して戦う。
 イ： おじさんにキャンディをお返しする。 
ウ： 負けるまでジャンケンをつづける。 
エ： 断ったほうがよい。",問題
