1,,,魔の第4コース,本文
2,,,"泳ぐ人の足を引っ張る幽霊。
水泳の授業でプールの第4コースを泳ぐと、こわい目にあうかもしれない。
第4コースを使った人による「足を引っ張られた」という体験談がたくさんあるのだ。ある人は、引っ張られたほうの足にくっきりと手形が残っていたという。その正体は、第4コースで泳いでいるときに死んでしまった子どもの幽霊だという。
ほかにも、第4コースで泳いでいた人の足に髪の毛がからまっていた、白い人が見えたなどの目撃情報もある。
さらには、第4コースで泳いでいた子どもが、とつせん消えたこともあるという。幽霊は仲間がほしくて足を引っ張るのかもしれない。おぼれてしまう可能性があり、非常に危険なウワサである。",本文
3,,,"
にげるにはどうする？
コースを変えるだけでは危険
第4コースを使わないようにすればいいと思うかもしれないが、足を引っ張る幽霊はほかのコースに出現することもあるという。プールで泳ぐときは、周りに異変がないか特に気をつけるしかないようだ。",本文
4,,,"目撃情報
第4コースにいる幽識が、プールのリレーで1着になる手動けをしてくれたという体験談もある。一部にはよい幽霊ももいるようだ。",本文
5,,,"第4コースで泳ぐと足を引っ張られる
足には手形の跡が残る
髪の毛が絡まることもある",本文
1,,,第4コースで足を引っ張られた人の足には、何がのこっていたと言われていますか。文章の中からぬきだして答えましょう。,問題
2,,,"幽霊が人の足を引っ張るのはなぜだと考えられていますか。 
ア： 水泳のじゅぎょうを、じゃましたいから。 
イ： 自分のほうが、はやく泳げることを自慢したいから。 
ウ： いっしょに遊んでくれる「仲間（なかま）」がほしいから。
 エ： みんなを、びっくりさせて笑わせたいから。",問題
3,,,幽霊からにげるために「第4コースを使わない」だけでは安心できないのはなぜですか。その理由を文章からぬきだして答えましょう。,問題
4,,,"「よい幽霊」の体験談として書かれていることはどれですか。 
ア： 泳ぎ方を、ていねいに教えてくれた。 
イ： リレーで1着になれるように、手助けしてくれた。
 ウ： プールのおそうじを、手伝ってくれた。
 エ： おぼれている人を、プールの外へ運んでくれた。",問題
5,,,このお話では、プールで泳ぐときにどうすることが大事だと言っていますか。,問題
