1,,,切なく苦しい片思い。恋したペンギン,本文
2,,,ペンギン舎におかれた 1枚のパネル。 2017年4月、埼玉県の東武動物公園に、アニメのキャラクターのパネルがおかれました。フンボルトペンギンのグレープのいるペンギン舎内にも、パネルが立てられました。 フンボルトペンギンをイメージした女の子のキャラクターがえがかれているパネルです。 ,本文
3,,, するとそのときから、グレープの様子が変わりました。パネルをじっと見つめたり、近くへ行って動かなくなったり。強い関心をしめすようになったのです。 「あのペンギン、どうしたんだ？」来園者も気づき、話題にしはじめました。 グレープはおす。21歳で、人間の約80歳にあたる年齢です。,本文
4,,,グレープは、えさの時間になっても、パネルの前をはなれない日が続きました。そのすがたは、インターネットやSNS、テレビ番組でも取り上げられました。「グレープはパネルに恋しちゃったの？」,本文
5,,, 死ぬまでパネルのそばをはなれなかったグレープ。 好きで好きでたまらなくなることを、「心をうばわれる」といいます。その対象は、アイドルやまんがの主人公であることもあるでしょう。片思いは、苦しく、切ないもの。でもそんな感情も、生きているからこそ得られる大切なものともいえます。 ,本文
6,,, グレープは、パネルがおかれてから半年後、息を引きとりました。パネルのそばをはなれなかった、本当の理由はわかりません。でもグレープは、一生の終わりに、貴重な経験をしたのかもしれません。,本文
1,,," パネルがペンギン舎に置かれたあと、グレープのようすはどう変わりましたか？
ア〜エから一つえらび、〇をつけましょう。
　ア。パネルにおどろいてにげ出した
　イ。パネルの前でじっとするようになった
　ウ。パネルに攻撃した
　エ。ほかのペンギンにパネルをゆずった",問題
2,,,"グレープがパネルの前をはなれなかったことは、何で話題になりましたか？３つえらび、四角にチェックを入れましょう。
　 インターネット。
　 新聞。
　 SNS。
　 テレビ番組。",問題
3,,,"文中にある「心をうばわれる」とは、どんな気持ちのことですか？
　ア。何かをとても強く好きになること
　イ。こわくてにげ出したくなること
　ウ。楽しい気持ちになること 
　エ。何もかんじなくなること",問題
4,,,"「グレープは、パネルがおかれてから半年後、息を引きとりました」とあります。
「息を引きとりました」は、どういう意味ですか？正しいものを1つえらびましょう。
ア。大きく息をすいこみました
イ。息を止めました 
ウ。ねむってしまいました
エ。死んでしまいました ",問題
