1,,,傷ついたふりをするコチドリ,本文
2,,,"ある日、ひろきが川原を歩いていると、一ぴきのねこがいました。ねこは体を低くして、何かをねらっているようです。
ねこが見ている先には、バタバタともがいているコチドリがいました。",本文
3,,,"コチドリは、すずめより少し大きな鳥で、日本で夏を過ごすために南の国から日本にわたってくる夏鳥です。
海岸や川原などにくぼみをつくって巣にします。日本では、四月から七月ごろ、一回に、ふつう、三、四個の卵を産んで、子育てをします。",本文
4,,,"ねこは、飛び立てないでバタバタしているコチドリをつかまえようとそっと近づき始めました。傷ついた様子のコチドリは、ねこに気づいたのか、必死ににげ始めました。
ねこが追いつきそうになると、羽をばたつかせてにげるコチドリ。ねこはにがすものかと追いかけますが、あとちょっとというところでにけられてしまいます。何度もそれをくり返していましたが、ついにコチドリはつかまりそうになりました。",本文
5,,,"するとそのとたん、コチドリはねこの目の前からさっと飛び上がり、にげてしまいました。コチドリは、傷を負ってなどいなかったのです。
ひろきは、その姿にびっくりして考えました。
なぜ、コチドリは、傷ついたふりをしていたのだろう？その疑問を解くために、初めにコチドリを見かけたところに行ってみると、石が転がる川原にくぼみがあり、なかに、小石のようなものがいくつかありました。
「ああ、そうだったのか！」そのくぼみを見て、ひろきは、なぜコチドリが傷ついたふりをしていたのかがわかったのです。",本文
1,,,"コチドリとは、どんな鳥ですか。四角に合う言葉を書きましょう。
四角より少し大きな夏鳥で、海岸や川原などにつくった四角を巣にして、卵を産んで育てる鳥。",問題
2,,,ついにねこにつかまりそうになったコチドリは、どうしましたか。,問題
3,,,"ひろきが、初めにコチドリを見かけたところに行ったのは、どんな
疑問をもったからですか。",問題
4,,,「ああ、そうだったのか！」とありますが、ひろきは、川原にある何に気がついたのですか。,問題
5,,,コチドリが傷ついたふりをしていたのは、なぜだと思いますか。,問題
