1,,,宝じまはどれだ？,本文
2,,,"キヨシは今、おじさんといっしょに、小さな無人とうに来ています。おじさんは、おとうさんの弟です。冒険好きのおじさんが手に入れた、宝のかくし場所がかかれた地図を持って、宝を探しにきたのです。
おじさんは日の出を待ちながら、地図のわきに書かれた文章を、確かめるように読み上げました。",本文
3,,,"宝は、島を囲むさらに小さな無数の島々のどれかにうまっている。そのしまを見つけるには、夏至の日の六時半を待って、島のん中の岩に空いた穴に棒を立てること。そうすれば、影が宝をうめた島の方角を指し示すだろう。宝はそのしまのいちばん高い木の根元にうまっている。
",本文
4,,,"「どうだ、キヨシ。もうすぐ宝が見つかると思うと、わくわくするだろう。」
「はい！それで、今日が夏至なんですか？」「そうだよ。一年でいちばん、昼が長い日なんだ。この辺りなら、日の出から日のいりまで、十三時間以上あるはずさ。」そう言って、おじさんはうで時計をちらっと見ました。
「そろそろ五時半、日の出の時間だぞ。」
おじさんの言うとおり、東の空が急に明るくなり、水平線にオレンジ色の太陽が顔を出し始めました。",本文
5,,,"それから一時間後、岩の穴に立てられた棒のかげは、いちばん沖にある島の方角を指しました。
「おじさん、宝がうまっているのは、あの島ですね！」「そうだな。さあ、モーターボートで、あの島に向かおう。」キヨシとおじさんは、岩場にかけ下りると、モーターボートで、かげがさし示した島に向かいました。キヨシは、だんだん近づく島を見つめながら、おじさんに聞きました。「宝ってなんですかねぇ。」「黄金か、それともダイヤモンドかな。」おじさんは、にやりと笑って答えました。",本文
6,,,"島に上陸すると、いちばん高い木はすぐ見つかりました。
キヨシとおじさんは、早速その木の根元をほり始めました。しかし、
木の周りの土を深さ三十センチメートルほどまでぐるりとほっても宝は見つかりません。さらに五十センチメートルほどまでほってもまだ見つかりません。
おじさんがため息をついて言いました。
「どれくらいの深さまでほればいいんだろう。それに「根本」って、木からどれぐらいのきょりまでを言うんだろうか。」",本文
7,,,"もっと深く、もっと幅広くほっても、宝は姿を現しません。時刻は正午を過ぎました。
「しかたない、ここで昼飯としよう。」
おじさんは手ぎわよく火を起こすと、キャンプ用のなべでお湯をわかし、カップラーメンを作ってくれました。キヨシはラーメンをすすりながら、もう一度地図の文章を読み直しました。
「『夏至の日の六時半を待って、島の真ん中の岩に空いた穴に棒を立てること。そうすれば、かげが宝をうめた島の方角を指し示すだろう、か。ああっ、おじさん、ぼくたち、すごく単純なことを思いちがいしていたかもしれません！」",本文
8,,,"「えっ、単純なことって、なんだい？」キヨシは、地図に書かれた文字をゆびさしました。
「早く、もとの島にもどりましょう。」さて、キヨシたちが思いちがいしていたこととは何でしょう。
",本文
1,,,"キヨシとおじさんは、どこに、何を持ってやってきましたか。
ア。どこに。イ。何を持って。",問題
2,,,"宝を見つけ出すためには、どうするのですか。順番に並べかえ、記号で答えましょう。
ア。いちばん高い木の根元を探す。
イ 。夏至の日の六時半まで待つ。
ウ。棒のかげが指した方角の島に行く。
エ。無人とうの真ん中の岩に空いた穴に棒を立てる。",問題
3,,,夏至とは、どんな日ですか。,問題
4,,,水平線にオレンジ色の太陽が顔を出し始めたときは、朝のなんじごろでしたか。四角ごろ。,問題
5,,,宝のうまった島は、どんな島だとわかりましたか。,問題
1,,,島に上陸してから、いちばん高い木の根元を、まず深さなんセンチメートルほどまでほりましたか。,問題
2,,,"キヨシが宝の地図の文章を読み直したのは、いつごろ、何をしているときでしたか。

ア。いつごろ。。。を過ぎた頃。
イ。何をしているときか。
",問題
3,,,"いくらほっても宝が出てこないのは、どんなことが原因だとキヨシは考えましたか。合うほうに丸をつけましょう。
ア。穴をほる深さや場所が、ちがっていたこと。
イ。この島は、宝のある島ではなかったこと。",問題
4,,,"キヨシたちが思いちがいしていたのは、どんなことだと考えられますか。
四角に合う言葉を書きましょう。
・地図に書かれた文章の、夏至の日の四角、とは、実際は、四角、のことかもしれないのに、四角だと思い込んでいたこと",問題
