1,,,むかし、プレイタイム社という、おもちゃをつくる大きな会社がありました。 この会社では、たくさんのおもちゃが製造され、子どもたちに大人気でした。 ところがある日、その工場で仕事をしていた人たちの行方が、 急にわからなくなってしまいました。 それから工場は、ずっと閉まったままになりました。 ,本文
2,,,何年かあと、むかしその会社で仕事をしていた主人公のところに、 「工場に来てほしい」という手紙が届きます。 主人公は、何があったのかを調査するために、 だれもいないはずの古いおもちゃの工場へ行きました。,本文
3,,,工場の中には、 ハギーワギーという青い大きなおもちゃや、 たくさんのおもちゃがありました。 主人公は、グラブパックという、 手が前に伸縮する道具を使って、 電気をつないだり、ドアを開けたり、なぞをといたりしながら、 工場の奥へ進んでいきます。,本文
4,,,しかし、おもちゃの中には、 主人公のあとを追跡してくるものもいました。 主人公は逃げながら、 工場の中に残されたメッセージやビデオを見つけます。 すると、この工場では、 おもちゃに関係するあやしい実験が行われていたことが、 少しずつわかってきました。,本文
5,,,そして最後に、 ポピーという人形が入っているケースを見つけます。 主人公がケースを開けると、 ポピーは目を開けて言いました。 「やっと外に出られたわ。ありがとう。」 でも、この工場の中には、 まだ多くの秘密が残っているようです。,本文
1,,,"この会社では、たくさんのおもちゃが製造されていました。
1.ものを売ること
2.ものをつくること
3.ものを集めること",問題
2,,,"工場で仕事をしていた人たちの行方がわからなくなりました。
1.	どこに行くか決めること
2.	みんなで集まること
3.	どこにいるかわからなくなること",問題
3,,," 主人公は、何があったのかを調査するために工場へ行きました。
1.	よく調べること
2.	きれいにそうじすること
3.	ものを作ること",問題
4,,,"グラブパックは、手が前に伸縮する道具です。
1.	回ったり とまったりすること
2.	のびたり ちぢんだりすること
3.	光ったり 消えたりすること",問題
5,,,"おもちゃの中には、主人公を追跡してくるものもいました。
1.	かくれてにげること
2.	その場で立ち止まること
3.	あとを追いかけること",問題
