1,,,ヘレン・ケラーは、どのようにして言葉を獲得したのか,本文
2,,,ヘレン・ケラーは、1880年にアメリカで生まれました。生まれつき目が見えず、耳が聞こえなかったわけではありません。1歳7か月ごろに重い病気にかかり、視力と聴力を失いました。 幼いヘレンは、身ぶりをしたり、家族の手を引いたりして、自分の要求を伝えていました。しかし、身ぶりだけで表現できる内容には限界があります。自分の思いを十分に伝えられないため、ヘレンは強いいらだちを感じ、激しく怒ったり、物を投げたりすることもありました。 ,本文
3,,,ヘレンが7歳のとき、家庭教師としてアン・サリバン先生がやって来ました。サリバン先生は、ヘレンに人形を持たせ、その手のひらに「DOLL。人形。」と指文字でつづりました。指文字とは、アルファベットの一文字一文字を指の形や動きによって表す方法です。 ヘレンは、先生の指の動きをすぐにまねられるようになりました。しかし、この段階では、指の動きが人形の「名前」を意味しているとは理解していませんでした。指文字を正確に再現することはできても、それが物を表す記号であるとは気づいていなかったのです。 ,本文
4,,,大きな転機となったのは、井戸のポンプでの体験でした。サリバン先生は、ヘレンの片方の手に冷たい水を流しながら、もう片方の手のひらに「WATER。水。」と繰り返しつづりました。その瞬間、ヘレンの中で、手に触れている冷たい水と、手のひらに伝えられた指文字とが結びつきました。 「この冷たく流れるものを、WATER。水。と呼ぶのだ。」 このときヘレンが理解したのは、「水」という一つの単語の意味だけではありませんでした。世界に存在する物や出来事には名前があり、指文字はそれらを表す記号なのだという、言葉の基本的な仕組みを発見したのです。 ヘレンはすぐに地面やポンプなどに触れ、それぞれの名前を知ろうとしました。また、サリバン先生の名前をたずね、「TEACHER。先生。」という言葉も覚えました。その日のうちに、ヘレンは多くの新しい単語を身につけたと伝えられています。 ,本文
5,,,その後、サリバン先生は、日常生活の中で起きるさまざまな体験を指文字で表し、ヘレンに伝え続けました。ヘレンは、物の名前だけでなく、「行く」「開ける」といった動作や、感情、時間、考えなど、直接手で触れることのできない抽象的な概念も学んでいきました。さらに、浮き出した文字や点字を指で読み、文字を書く方法も身につけました。 ,本文
6,,,ヘレンは、単語を一つずつ暗記しただけではありません。具体的な体験と言葉を結びつけ、さらに複数の言葉の関係を理解することで、複雑な考えを組み立てられるようになりました。言葉を獲得したことによって、ヘレンの世界は、触れることのできる範囲から、過去や未来、感情や思想を含む広大な世界へと広がっていったのです。,本文
1,,,"要求。
ア。　相手にしてほしいことを求めること
イ。　相手の気持ちを想像して理解すること
ウ。　自分が経験したことを順番に説明すること",問題
2,,," 転機となる。
ア。　同じことを何度もくり返すきっかけになること
イ。　その後の進み方が大きく変わるきっかけになること
ウ。　それまでに起きたことをふり返る機会になること",問題
3,,,"抽象的。
ア。　形や重さを手で確かめることができる様子
イ。　細かい部分まで、実物と同じように表されている様子
ウ。　形がなく、目で見たり手で触れたりすることができない様子",問題
4,,,"獲得。
ア。　努力したり学んだりして、自分のものにすること
イ。　持っていたものを、ほかの人に分け与えること
ウ。　必要のないものを選び、取り除くこと",問題
